"Plot Title: 10720196"
"#","Date Time, GMT+02:00","Low Range, μS/cm (LGR S/N: 10720196, SEN S/N: 10720196)","Temp, °C (LGR S/N: 10720196, SEN S/N: 10720196)"
3692,07/22/16 08:05:50 em,13.5,13.35
3693,07/22/16 08:05:51 em,13.5,13.36
3694,07/22/16 08:05:52 em,13.5,13.36
3695,07/22/16 08:05:53 em,13.5,13.38
3696,07/22/16 08:05:54 em,13.5,13.38
3697,07/22/16 08:05:55 em,13.5,13.38
3698,07/22/16 08:05:56 em,13.5,13.39
3699,07/22/16 08:05:57 em,13.5,13.39
3700,07/22/16 08:05:58 em,13.5,13.40
3701,07/22/16 08:05:59 em,13.5,13.40
3702,07/22/16 08:06:00 em,13.5,13.40
3703,07/22/16 08:06:01 em,13.5,13.41
3704,07/22/16 08:06:02 em,13.5,13.41
3705,07/22/16 08:06:03 em,13.5,13.41
3706,07/22/16 08:06:04 em,13.5,13.43
3707,07/22/16 08:06:05 em,13.5,13.41
3708,07/22/16 08:06:06 em,13.5,13.43
3709,07/22/16 08:06:07 em,13.5,13.44
3710,07/22/16 08:06:08 em,13.5,13.44
3711,07/22/16 08:06:09 em,13.5,13.44
3712,07/22/16 08:06:10 em,13.5,13.44
3713,07/22/16 08:06:11 em,13.5,13.45
3714,07/22/16 08:06:12 em,13.5,13.45
3715,07/22/16 08:06:13 em,13.5,13.45
3716,07/22/16 08:06:14 em,13.5,13.47
3717,07/22/16 08:06:15 em,13.5,13.47
3718,07/22/16 08:06:16 em,13.5,13.47
3719,07/22/16 08:06:17 em,13.5,13.48
3720,07/22/16 08:06:18 em,13.5,13.48
3721,07/22/16 08:06:19 em,13.5,13.48
3722,07/22/16 08:06:20 em,13.5,13.49
3723,07/22/16 08:06:21 em,13.5,13.49
3724,07/22/16 08:06:22 em,13.5,13.49
3725,07/22/16 08:06:23 em,13.5,13.51
3726,07/22/16 08:06:24 em,13.5,13.51
3727,07/22/16 08:06:25 em,13.5,13.52
3728,07/22/16 08:06:26 em,13.5,13.52
3729,07/22/16 08:06:27 em,13.5,13.52
3730,07/22/16 08:06:28 em,13.5,13.52
3731,07/22/16 08:06:29 em,13.5,13.52
3732,07/22/16 08:06:30 em,13.5,13.53
3733,07/22/16 08:06:31 em,13.5,13.53
3734,07/22/16 08:06:32 em,13.5,13.54
3735,07/22/16 08:06:33 em,13.5,13.54
3736,07/22/16 08:06:34 em,13.5,13.56
3737,07/22/16 08:06:35 em,13.5,13.56
3738,07/22/16 08:06:36 em,13.5,13.56
3739,07/22/16 08:06:37 em,13.5,13.56
3740,07/22/16 08:06:38 em,13.5,13.56
3741,07/22/16 08:06:39 em,13.5,13.57
3742,07/22/16 08:06:40 em,13.5,13.57
3743,07/22/16 08:06:41 em,13.5,13.58
3744,07/22/16 08:06:42 em,13.5,13.58
3745,07/22/16 08:06:43 em,13.5,13.58
3746,07/22/16 08:06:44 em,13.5,13.60
3747,07/22/16 08:06:45 em,13.5,13.60
3748,07/22/16 08:06:46 em,13.5,13.60
3749,07/22/16 08:06:47 em,13.5,13.60
3750,07/22/16 08:06:48 em,13.5,13.61
3751,07/22/16 08:06:49 em,13.5,13.61
3752,07/22/16 08:06:50 em,13.5,13.62
3753,07/22/16 08:06:51 em,13.5,13.62
3754,07/22/16 08:06:52 em,13.5,13.62
3755,07/22/16 08:06:53 em,13.5,13.63
3756,07/22/16 08:06:54 em,13.5,13.63
3757,07/22/16 08:06:55 em,13.5,13.63
3758,07/22/16 08:06:56 em,13.5,13.63
3759,07/22/16 08:06:57 em,13.5,13.65
3760,07/22/16 08:06:58 em,13.5,13.65
3761,07/22/16 08:06:59 em,13.5,13.65
3762,07/22/16 08:07:00 em,13.5,13.66
3763,07/22/16 08:07:01 em,13.5,13.66
3764,07/22/16 08:07:02 em,13.5,13.66
3765,07/22/16 08:07:03 em,13.5,13.67
3766,07/22/16 08:07:04 em,13.5,13.67
3767,07/22/16 08:07:05 em,13.6,13.67
3768,07/22/16 08:07:06 em,13.6,13.69
3769,07/22/16 08:07:07 em,13.5,13.69
3770,07/22/16 08:07:08 em,13.5,13.69
3771,07/22/16 08:07:09 em,13.5,13.70
3772,07/22/16 08:07:10 em,13.5,13.70
3773,07/22/16 08:07:11 em,13.5,13.69
3774,07/22/16 08:07:12 em,13.5,13.71
3775,07/22/16 08:07:13 em,13.5,13.71
3776,07/22/16 08:07:14 em,13.5,13.71
3777,07/22/16 08:07:15 em,13.6,13.71
3778,07/22/16 08:07:16 em,13.5,13.71
3779,07/22/16 08:07:17 em,13.5,13.72
3780,07/22/16 08:07:18 em,13.5,13.72
3781,07/22/16 08:07:19 em,13.5,13.74
3782,07/22/16 08:07:20 em,13.5,13.74
3783,07/22/16 08:07:21 em,13.5,13.74
3784,07/22/16 08:07:22 em,13.5,13.75
3785,07/22/16 08:07:23 em,13.6,13.75
3786,07/22/16 08:07:24 em,13.5,13.75
3787,07/22/16 08:07:25 em,13.5,13.76
3788,07/22/16 08:07:26 em,13.5,13.76
3789,07/22/16 08:07:27 em,13.6,13.76
3790,07/22/16 08:07:28 em,13.5,13.78
3791,07/22/16 08:07:29 em,13.5,13.76
3792,07/22/16 08:07:30 em,13.6,13.78
3793,07/22/16 08:07:31 em,13.6,13.78
3794,07/22/16 08:07:32 em,13.5,13.79
3795,07/22/16 08:07:33 em,13.6,13.79
3796,07/22/16 08:07:34 em,13.5,13.79
3797,07/22/16 08:07:35 em,13.5,13.80
3798,07/22/16 08:07:36 em,13.5,13.80
3799,07/22/16 08:07:37 em,13.5,13.80
3800,07/22/16 08:07:38 em,13.6,13.80
3801,07/22/16 08:07:39 em,13.5,13.82
3802,07/22/16 08:07:40 em,13.5,13.82
3803,07/22/16 08:07:41 em,13.5,13.83
3804,07/22/16 08:07:42 em,13.6,13.83
3805,07/22/16 08:07:43 em,13.6,13.83
3806,07/22/16 08:07:44 em,13.6,13.84
3807,07/22/16 08:07:45 em,13.5,13.84
3808,07/22/16 08:07:46 em,13.6,13.84
3809,07/22/16 08:07:47 em,13.6,13.84
3810,07/22/16 08:07:48 em,13.5,13.85
3811,07/22/16 08:07:49 em,13.6,13.85
3812,07/22/16 08:07:50 em,13.5,13.85
3813,07/22/16 08:07:51 em,13.6,13.87
3814,07/22/16 08:07:52 em,13.6,13.87
3815,07/22/16 08:07:53 em,13.6,13.87
3816,07/22/16 08:07:54 em,13.6,13.88
3817,07/22/16 08:07:55 em,13.6,13.88
3818,07/22/16 08:07:56 em,13.6,13.88
3819,07/22/16 08:07:57 em,13.6,13.89
3820,07/22/16 08:07:58 em,13.5,13.89
3821,07/22/16 08:07:59 em,13.6,13.89
3822,07/22/16 08:08:00 em,13.6,13.89
3823,07/22/16 08:08:01 em,13.7,13.91
3824,07/22/16 08:08:02 em,13.6,13.91
3825,07/22/16 08:08:03 em,13.6,13.91
3826,07/22/16 08:08:04 em,13.6,13.91
3827,07/22/16 08:08:05 em,13.6,13.92
3828,07/22/16 08:08:06 em,13.6,13.93
3829,07/22/16 08:08:07 em,13.6,13.93
3830,07/22/16 08:08:08 em,13.5,13.93
3831,07/22/16 08:08:09 em,13.6,13.93
3832,07/22/16 08:08:10 em,13.6,13.94
3833,07/22/16 08:08:11 em,13.6,13.94
3834,07/22/16 08:08:12 em,13.6,13.94
3835,07/22/16 08:08:13 em,13.6,13.96
3836,07/22/16 08:08:14 em,13.6,13.94
3837,07/22/16 08:08:15 em,13.6,13.96
3838,07/22/16 08:08:16 em,13.6,13.96
3839,07/22/16 08:08:17 em,13.6,13.97
3840,07/22/16 08:08:18 em,13.6,13.97
3841,07/22/16 08:08:19 em,13.6,13.97
3842,07/22/16 08:08:20 em,13.6,13.98
3843,07/22/16 08:08:21 em,13.6,13.98
3844,07/22/16 08:08:22 em,13.7,13.98
3845,07/22/16 08:08:23 em,13.6,13.98
3846,07/22/16 08:08:24 em,13.6,14.00
3847,07/22/16 08:08:25 em,13.7,14.01
3848,07/22/16 08:08:26 em,13.6,14.00
3849,07/22/16 08:08:27 em,13.6,14.01
3850,07/22/16 08:08:28 em,13.6,14.01
3851,07/22/16 08:08:29 em,13.6,14.01
3852,07/22/16 08:08:30 em,13.7,14.02
3853,07/22/16 08:08:31 em,13.6,14.02
3854,07/22/16 08:08:32 em,13.6,14.02
3855,07/22/16 08:08:33 em,13.6,14.02
3856,07/22/16 08:08:34 em,13.6,14.04
3857,07/22/16 08:08:35 em,13.7,14.04
3858,07/22/16 08:08:36 em,13.6,14.04
3859,07/22/16 08:08:37 em,13.6,14.05
3860,07/22/16 08:08:38 em,13.7,14.05
3861,07/22/16 08:08:39 em,13.6,14.05
3862,07/22/16 08:08:40 em,13.6,14.05
3863,07/22/16 08:08:41 em,13.7,14.06
3864,07/22/16 08:08:42 em,13.6,14.06
3865,07/22/16 08:08:43 em,13.7,14.06
3866,07/22/16 08:08:44 em,13.7,14.07
3867,07/22/16 08:08:45 em,13.6,14.07
3868,07/22/16 08:08:46 em,13.7,14.07
3869,07/22/16 08:08:47 em,13.6,14.09
3870,07/22/16 08:08:48 em,13.7,14.09
3871,07/22/16 08:08:49 em,13.7,14.09
3872,07/22/16 08:08:50 em,13.7,14.10
3873,07/22/16 08:08:51 em,13.7,14.09
3874,07/22/16 08:08:52 em,13.6,14.10
3875,07/22/16 08:08:53 em,13.7,14.10
3876,07/22/16 08:08:54 em,13.7,14.11
3877,07/22/16 08:08:55 em,13.7,14.11
3878,07/22/16 08:08:56 em,13.7,14.11
3879,07/22/16 08:08:57 em,13.7,14.11
3880,07/22/16 08:08:58 em,13.7,14.13
3881,07/22/16 08:08:59 em,13.7,14.13
3882,07/22/16 08:09:00 em,13.7,14.14
3883,07/22/16 08:09:01 em,13.7,14.13
3884,07/22/16 08:09:02 em,13.6,14.14
3885,07/22/16 08:09:03 em,13.7,14.14
3886,07/22/16 08:09:04 em,13.7,14.15
3887,07/22/16 08:09:05 em,13.7,14.15
3888,07/22/16 08:09:06 em,13.7,14.15
3889,07/22/16 08:09:07 em,13.7,14.16
3890,07/22/16 08:09:08 em,13.6,14.16
3891,07/22/16 08:09:09 em,13.7,14.16
3892,07/22/16 08:09:10 em,13.7,14.16
3893,07/22/16 08:09:11 em,13.6,14.18
3894,07/22/16 08:09:12 em,13.7,14.18
3895,07/22/16 08:09:13 em,13.7,14.18
3896,07/22/16 08:09:14 em,13.7,14.19
3897,07/22/16 08:09:15 em,13.7,14.19
3898,07/22/16 08:09:16 em,13.7,14.19
3899,07/22/16 08:09:17 em,13.7,14.20
3900,07/22/16 08:09:18 em,13.7,14.20
3901,07/22/16 08:09:19 em,13.7,14.20
3902,07/22/16 08:09:20 em,13.7,14.20
3903,07/22/16 08:09:21 em,13.7,14.22
3904,07/22/16 08:09:22 em,13.7,14.22
3905,07/22/16 08:09:23 em,13.7,14.22
3906,07/22/16 08:09:24 em,13.7,14.23
3907,07/22/16 08:09:25 em,13.7,14.23
3908,07/22/16 08:09:26 em,13.7,14.23
3909,07/22/16 08:09:27 em,13.7,14.23
3910,07/22/16 08:09:28 em,13.7,14.24
3911,07/22/16 08:09:29 em,13.7,14.24
3912,07/22/16 08:09:30 em,13.7,14.24
3913,07/22/16 08:09:31 em,13.7,14.25
3914,07/22/16 08:09:32 em,13.7,14.25
3915,07/22/16 08:09:33 em,13.7,14.25
3916,07/22/16 08:09:34 em,13.7,14.25
3917,07/22/16 08:09:35 em,13.7,14.25
3918,07/22/16 08:09:36 em,13.7,14.27
3919,07/22/16 08:09:37 em,13.7,14.27
3920,07/22/16 08:09:38 em,13.7,14.27
3921,07/22/16 08:09:39 em,13.7,14.28
3922,07/22/16 08:09:40 em,13.7,14.28
3923,07/22/16 08:09:41 em,13.7,14.28
3924,07/22/16 08:09:42 em,13.7,14.29
3925,07/22/16 08:09:43 em,13.7,14.29
3926,07/22/16 08:09:44 em,13.7,14.29
3927,07/22/16 08:09:45 em,13.7,14.31
3928,07/22/16 08:09:46 em,13.7,14.31
3929,07/22/16 08:09:47 em,13.7,14.31
3930,07/22/16 08:09:48 em,13.7,14.31
3931,07/22/16 08:09:49 em,13.7,14.32
3932,07/22/16 08:09:50 em,13.7,14.32
3933,07/22/16 08:09:51 em,13.7,14.32
3934,07/22/16 08:09:52 em,13.7,14.32
3935,07/22/16 08:09:53 em,13.7,14.32
3936,07/22/16 08:09:54 em,13.7,14.33
3937,07/22/16 08:09:55 em,13.7,14.33
3938,07/22/16 08:09:56 em,13.7,14.33
3939,07/22/16 08:09:57 em,13.7,14.35
3940,07/22/16 08:09:58 em,13.7,14.35
3941,07/22/16 08:09:59 em,13.7,14.36
3942,07/22/16 08:10:00 em,13.7,14.36
3943,07/22/16 08:10:01 em,13.7,14.36
3944,07/22/16 08:10:02 em,13.7,14.37
3945,07/22/16 08:10:03 em,13.7,14.37
3946,07/22/16 08:10:04 em,13.7,14.37
3947,07/22/16 08:10:05 em,13.7,14.37
3948,07/22/16 08:10:06 em,13.7,14.38
3949,07/22/16 08:10:07 em,13.7,14.38
3950,07/22/16 08:10:08 em,13.7,14.37
3951,07/22/16 08:10:09 em,13.7,14.38
3952,07/22/16 08:10:10 em,13.7,14.40
3953,07/22/16 08:10:11 em,13.7,14.38
3954,07/22/16 08:10:12 em,13.7,14.40
3955,07/22/16 08:10:13 em,13.7,14.40
3956,07/22/16 08:10:14 em,13.7,14.41
3957,07/22/16 08:10:15 em,13.7,14.41
3958,07/22/16 08:10:16 em,13.7,14.41
3959,07/22/16 08:10:17 em,13.7,14.41
3960,07/22/16 08:10:18 em,13.7,14.42
3961,07/22/16 08:10:19 em,13.7,14.42
3962,07/22/16 08:10:20 em,13.7,14.42
3963,07/22/16 08:10:21 em,13.7,14.44
3964,07/22/16 08:10:22 em,13.7,14.44
3965,07/22/16 08:10:23 em,13.7,14.44
3966,07/22/16 08:10:24 em,13.7,14.44
3967,07/22/16 08:10:25 em,13.7,14.45
3968,07/22/16 08:10:26 em,13.7,14.45
3969,07/22/16 08:10:27 em,13.7,14.45
3970,07/22/16 08:10:28 em,13.7,14.46
3971,07/22/16 08:10:29 em,13.7,14.46
3972,07/22/16 08:10:30 em,13.7,14.46
3973,07/22/16 08:10:31 em,13.8,14.46
3974,07/22/16 08:10:32 em,13.7,14.47
3975,07/22/16 08:10:33 em,13.7,14.47
3976,07/22/16 08:10:34 em,13.7,14.47
3977,07/22/16 08:10:35 em,13.7,14.47
3978,07/22/16 08:10:36 em,13.7,14.47
3979,07/22/16 08:10:37 em,13.7,14.49
3980,07/22/16 08:10:38 em,13.7,14.49
3981,07/22/16 08:10:39 em,13.7,14.49
3982,07/22/16 08:10:40 em,13.7,14.50
3983,07/22/16 08:10:41 em,13.7,14.50
3984,07/22/16 08:10:42 em,13.8,14.50
3985,07/22/16 08:10:43 em,13.7,14.50
3986,07/22/16 08:10:44 em,13.8,14.50
3987,07/22/16 08:10:45 em,13.7,14.51
3988,07/22/16 08:10:46 em,13.7,14.51
3989,07/22/16 08:10:47 em,13.7,14.53
3990,07/22/16 08:10:48 em,13.8,14.53
3991,07/22/16 08:10:49 em,13.8,14.53
3992,07/22/16 08:10:50 em,13.7,14.53
3993,07/22/16 08:10:51 em,13.7,14.53
3994,07/22/16 08:10:52 em,13.8,14.54
3995,07/22/16 08:10:53 em,13.8,14.54
3996,07/22/16 08:10:54 em,13.7,14.54
3997,07/22/16 08:10:55 em,13.7,14.55
3998,07/22/16 08:10:56 em,13.7,14.54
3999,07/22/16 08:10:57 em,13.8,14.55
4000,07/22/16 08:10:58 em,13.7,14.55
4001,07/22/16 08:10:59 em,13.7,14.55
4002,07/22/16 08:11:00 em,13.8,14.57
4003,07/22/16 08:11:01 em,13.7,14.57
4004,07/22/16 08:11:02 em,13.8,14.58
4005,07/22/16 08:11:03 em,13.8,14.57
4006,07/22/16 08:11:04 em,13.7,14.58
4007,07/22/16 08:11:05 em,13.7,14.58
4008,07/22/16 08:11:06 em,13.8,14.59
4009,07/22/16 08:11:07 em,13.8,14.59
4010,07/22/16 08:11:08 em,13.8,14.59
4011,07/22/16 08:11:09 em,13.8,14.60
4012,07/22/16 08:11:10 em,13.7,14.59
4013,07/22/16 08:11:11 em,13.8,14.60
4014,07/22/16 08:11:12 em,13.8,14.60
4015,07/22/16 08:11:13 em,13.8,14.62
4016,07/22/16 08:11:14 em,13.8,14.62
4017,07/22/16 08:11:15 em,13.8,14.62
4018,07/22/16 08:11:16 em,13.8,14.62
4019,07/22/16 08:11:17 em,13.8,14.63
4020,07/22/16 08:11:18 em,13.8,14.62
4021,07/22/16 08:11:19 em,13.8,14.63
4022,07/22/16 08:11:20 em,13.7,14.63
4023,07/22/16 08:11:21 em,13.8,14.64
4024,07/22/16 08:11:22 em,13.8,14.64
4025,07/22/16 08:11:23 em,13.8,14.64
4026,07/22/16 08:11:24 em,13.8,14.64
4027,07/22/16 08:11:25 em,13.8,14.66
4028,07/22/16 08:11:26 em,13.8,14.66
4029,07/22/16 08:11:27 em,13.8,14.66
4030,07/22/16 08:11:28 em,13.8,14.66
4031,07/22/16 08:11:29 em,13.7,14.67
4032,07/22/16 08:11:30 em,13.8,14.67
4033,07/22/16 08:11:31 em,13.8,14.67
4034,07/22/16 08:11:32 em,13.8,14.68
4035,07/22/16 08:11:33 em,13.8,14.67
4036,07/22/16 08:11:34 em,13.7,14.68
4037,07/22/16 08:11:35 em,13.8,14.68
4038,07/22/16 08:11:36 em,13.8,14.69
4039,07/22/16 08:11:37 em,13.8,14.69
4040,07/22/16 08:11:38 em,13.8,14.69
4041,07/22/16 08:11:39 em,13.8,14.69
4042,07/22/16 08:11:40 em,13.8,14.69
4043,07/22/16 08:11:41 em,13.9,14.69
4044,07/22/16 08:11:42 em,13.8,14.71
4045,07/22/16 08:11:43 em,13.8,14.71
4046,07/22/16 08:11:44 em,13.8,14.71
4047,07/22/16 08:11:45 em,13.8,14.71
4048,07/22/16 08:11:46 em,13.8,14.71
4049,07/22/16 08:11:47 em,13.8,14.73
4050,07/22/16 08:11:48 em,13.8,14.72
4051,07/22/16 08:11:49 em,13.8,14.72
4052,07/22/16 08:11:50 em,13.8,14.73
4053,07/22/16 08:11:51 em,13.9,14.73
4054,07/22/16 08:11:52 em,13.9,14.73
4055,07/22/16 08:11:53 em,13.8,14.73
4056,07/22/16 08:11:54 em,13.8,14.75
4057,07/22/16 08:11:55 em,13.8,14.75
4058,07/22/16 08:11:56 em,13.8,14.75
4059,07/22/16 08:11:57 em,13.8,14.76
4060,07/22/16 08:11:58 em,13.8,14.76
4061,07/22/16 08:11:59 em,13.8,14.76
4062,07/22/16 08:12:00 em,13.8,14.76
4063,07/22/16 08:12:01 em,13.9,14.77
4064,07/22/16 08:12:02 em,13.8,14.77
4065,07/22/16 08:12:03 em,13.9,14.78
4066,07/22/16 08:12:04 em,13.8,14.77
4067,07/22/16 08:12:05 em,13.9,14.78
4068,07/22/16 08:12:06 em,13.8,14.78
4069,07/22/16 08:12:07 em,13.9,14.78
4070,07/22/16 08:12:08 em,13.8,14.80
4071,07/22/16 08:12:09 em,13.8,14.80
4072,07/22/16 08:12:10 em,13.8,14.80
4073,07/22/16 08:12:11 em,13.9,14.80
4074,07/22/16 08:12:12 em,13.8,14.81
4075,07/22/16 08:12:13 em,13.9,14.81
4076,07/22/16 08:12:14 em,13.9,14.81
4077,07/22/16 08:12:15 em,13.8,14.81
4078,07/22/16 08:12:16 em,13.8,14.81
4079,07/22/16 08:12:17 em,13.8,14.81
4080,07/22/16 08:12:18 em,13.8,14.82
4081,07/22/16 08:12:19 em,13.8,14.82
4082,07/22/16 08:12:20 em,13.9,14.82
4083,07/22/16 08:12:21 em,13.9,14.84
4084,07/22/16 08:12:22 em,13.8,14.84
4085,07/22/16 08:12:23 em,13.8,14.84
4086,07/22/16 08:12:24 em,13.8,14.84
4087,07/22/16 08:12:25 em,13.8,14.84
4088,07/22/16 08:12:26 em,13.9,14.84
4089,07/22/16 08:12:27 em,13.9,14.85
4090,07/22/16 08:12:28 em,13.9,14.85
4091,07/22/16 08:12:29 em,13.9,14.86
4092,07/22/16 08:12:30 em,13.8,14.86
4093,07/22/16 08:12:31 em,13.9,14.86
4094,07/22/16 08:12:32 em,13.9,14.86
4095,07/22/16 08:12:33 em,13.9,14.86
4096,07/22/16 08:12:34 em,13.9,14.88
4097,07/22/16 08:12:35 em,13.9,14.88
4098,07/22/16 08:12:36 em,13.9,14.88
4099,07/22/16 08:12:37 em,13.9,14.88
4100,07/22/16 08:12:38 em,13.9,14.89
4101,07/22/16 08:12:39 em,13.9,14.89
4102,07/22/16 08:12:40 em,13.9,14.89
4103,07/22/16 08:12:41 em,13.8,14.89
4104,07/22/16 08:12:42 em,13.9,14.90
4105,07/22/16 08:12:43 em,13.8,14.90
4106,07/22/16 08:12:44 em,13.9,14.90
4107,07/22/16 08:12:45 em,13.9,14.90
4108,07/22/16 08:12:46 em,13.9,14.90
4109,07/22/16 08:12:47 em,13.9,14.91
4110,07/22/16 08:12:48 em,13.9,14.91
4111,07/22/16 08:12:49 em,13.9,14.91
4112,07/22/16 08:12:50 em,13.9,14.91
4113,07/22/16 08:12:51 em,13.9,14.93
4114,07/22/16 08:12:52 em,13.9,14.93
4115,07/22/16 08:12:53 em,13.9,14.93
4116,07/22/16 08:12:54 em,13.9,14.93
4117,07/22/16 08:12:55 em,13.9,14.94
4118,07/22/16 08:12:56 em,13.9,14.94
4119,07/22/16 08:12:57 em,13.9,14.94
4120,07/22/16 08:12:58 em,13.9,14.95
4121,07/22/16 08:12:59 em,13.9,14.95
4122,07/22/16 08:13:00 em,13.9,14.95
4123,07/22/16 08:13:01 em,13.9,14.95
4124,07/22/16 08:13:02 em,13.9,14.95
4125,07/22/16 08:13:03 em,13.9,14.95
4126,07/22/16 08:13:04 em,13.9,14.97
4127,07/22/16 08:13:05 em,13.9,14.97
4128,07/22/16 08:13:06 em,13.9,14.97
4129,07/22/16 08:13:07 em,13.9,14.98
4130,07/22/16 08:13:08 em,13.9,14.98
4131,07/22/16 08:13:09 em,13.9,14.98
4132,07/22/16 08:13:10 em,13.9,14.98
4133,07/22/16 08:13:11 em,13.9,14.98
4134,07/22/16 08:13:12 em,13.9,14.99
4135,07/22/16 08:13:13 em,13.9,14.99
4136,07/22/16 08:13:14 em,13.9,15.00
4137,07/22/16 08:13:15 em,13.9,14.99
4138,07/22/16 08:13:16 em,13.9,14.99
4139,07/22/16 08:13:17 em,13.9,15.00
4140,07/22/16 08:13:18 em,13.9,15.00
4141,07/22/16 08:13:19 em,13.9,15.02
4142,07/22/16 08:13:20 em,13.9,15.02
4143,07/22/16 08:13:21 em,13.9,15.02
4144,07/22/16 08:13:22 em,13.9,15.03
4145,07/22/16 08:13:23 em,13.9,15.02
4146,07/22/16 08:13:24 em,13.9,15.02
4147,07/22/16 08:13:25 em,13.9,15.03
4148,07/22/16 08:13:26 em,13.9,15.03
4149,07/22/16 08:13:27 em,13.9,15.03
4150,07/22/16 08:13:28 em,13.9,15.03
4151,07/22/16 08:13:29 em,13.9,15.04
4152,07/22/16 08:13:30 em,13.9,15.04
4153,07/22/16 08:13:31 em,13.9,15.04
4154,07/22/16 08:13:32 em,13.9,15.04
4155,07/22/16 08:13:33 em,13.9,15.04
4156,07/22/16 08:13:34 em,13.9,15.06
4157,07/22/16 08:13:35 em,13.9,15.06
4158,07/22/16 08:13:36 em,13.9,15.06
4159,07/22/16 08:13:37 em,13.9,15.06
4160,07/22/16 08:13:38 em,13.9,15.06
4161,07/22/16 08:13:39 em,13.9,15.07
4162,07/22/16 08:13:40 em,13.9,15.07
4163,07/22/16 08:13:41 em,13.9,15.07
4164,07/22/16 08:13:42 em,13.9,15.07
4165,07/22/16 08:13:43 em,13.9,15.07
4166,07/22/16 08:13:44 em,13.9,15.09
4167,07/22/16 08:13:45 em,13.9,15.08
4168,07/22/16 08:13:46 em,13.9,15.09
4169,07/22/16 08:13:47 em,13.9,15.09
4170,07/22/16 08:13:48 em,13.9,15.09
4171,07/22/16 08:13:49 em,13.9,15.09
4172,07/22/16 08:13:50 em,13.9,15.11
4173,07/22/16 08:13:51 em,13.9,15.09
4174,07/22/16 08:13:52 em,13.9,15.11
4175,07/22/16 08:13:53 em,13.9,15.11
4176,07/22/16 08:13:54 em,13.9,15.11
4177,07/22/16 08:13:55 em,13.9,15.11
4178,07/22/16 08:13:56 em,13.9,15.11
4179,07/22/16 08:13:57 em,13.9,15.12
4180,07/22/16 08:13:58 em,13.9,15.12
4181,07/22/16 08:13:59 em,13.9,15.12
4182,07/22/16 08:14:00 em,13.9,15.12
4183,07/22/16 08:14:01 em,13.9,15.13
4184,07/22/16 08:14:02 em,13.9,15.13
4185,07/22/16 08:14:03 em,13.9,15.13
4186,07/22/16 08:14:04 em,13.9,15.13
4187,07/22/16 08:14:05 em,13.9,15.13
4188,07/22/16 08:14:06 em,13.9,15.15
4189,07/22/16 08:14:07 em,13.9,15.15
4190,07/22/16 08:14:08 em,13.9,15.16
4191,07/22/16 08:14:09 em,13.9,15.16
4192,07/22/16 08:14:10 em,13.9,15.16
4193,07/22/16 08:14:11 em,13.9,15.16
4194,07/22/16 08:14:12 em,13.9,15.16
4195,07/22/16 08:14:13 em,13.9,15.16
4196,07/22/16 08:14:14 em,13.9,15.17
4197,07/22/16 08:14:15 em,13.9,15.17
4198,07/22/16 08:14:16 em,13.9,15.17
4199,07/22/16 08:14:17 em,13.9,15.17
4200,07/22/16 08:14:18 em,13.9,15.19
4201,07/22/16 08:14:19 em,13.9,15.19
4202,07/22/16 08:14:20 em,13.9,15.19
4203,07/22/16 08:14:21 em,14.0,15.19
4204,07/22/16 08:14:22 em,13.9,15.19
4205,07/22/16 08:14:23 em,13.9,15.19
4206,07/22/16 08:14:24 em,13.9,15.21
4207,07/22/16 08:14:25 em,13.9,15.20
4208,07/22/16 08:14:26 em,13.9,15.20
4209,07/22/16 08:14:27 em,14.0,15.21
4210,07/22/16 08:14:28 em,13.9,15.20
4211,07/22/16 08:14:29 em,13.9,15.21
4212,07/22/16 08:14:30 em,13.9,15.21
4213,07/22/16 08:14:31 em,13.9,15.22
4214,07/22/16 08:14:32 em,13.9,15.22
4215,07/22/16 08:14:33 em,13.9,15.22
4216,07/22/16 08:14:34 em,13.9,15.22
4217,07/22/16 08:14:35 em,13.9,15.22
4218,07/22/16 08:14:36 em,13.9,15.22
4219,07/22/16 08:14:37 em,13.9,15.24
4220,07/22/16 08:14:38 em,13.9,15.24
4221,07/22/16 08:14:39 em,13.9,15.24
4222,07/22/16 08:14:40 em,13.9,15.25
4223,07/22/16 08:14:41 em,13.9,15.24
4224,07/22/16 08:14:42 em,13.9,15.24
4225,07/22/16 08:14:43 em,13.9,15.24
4226,07/22/16 08:14:44 em,13.9,15.25
4227,07/22/16 08:14:45 em,13.9,15.25
4228,07/22/16 08:14:46 em,13.9,15.25
4229,07/22/16 08:14:47 em,14.0,15.26
4230,07/22/16 08:14:48 em,13.9,15.26
4231,07/22/16 08:14:49 em,13.9,15.28
4232,07/22/16 08:14:50 em,14.0,15.28
4233,07/22/16 08:14:51 em,13.9,15.28
4234,07/22/16 08:14:52 em,13.9,15.28
4235,07/22/16 08:14:53 em,13.9,15.28
4236,07/22/16 08:14:54 em,13.9,15.28
4237,07/22/16 08:14:55 em,13.9,15.28
4238,07/22/16 08:14:56 em,13.9,15.28
4239,07/22/16 08:14:57 em,13.9,15.28
4240,07/22/16 08:14:58 em,13.9,15.29
4241,07/22/16 08:14:59 em,13.9,15.29
4242,07/22/16 08:15:00 em,13.9,15.29
4243,07/22/16 08:15:01 em,13.9,15.30
4244,07/22/16 08:15:02 em,14.0,15.30
4245,07/22/16 08:15:03 em,14.0,15.30
4246,07/22/16 08:15:04 em,14.0,15.31
4247,07/22/16 08:15:05 em,14.0,15.30
